GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,DATA_VALUE All,DATA_VALUE NoC,DATA_VALUE 1,DATA_VALUE 2,DATA_VALUE 3,DATA_VALUE 4
F,West Midlands,,,00CN,Birmingham,E02001864,Birmingham 038,E01009079,Birmingham 038A,00CNFN0041,00CNFN0041,,127,11,35,53,23,5
F,West Midlands,,,00CN,Birmingham,E02001864,Birmingham 038,E01009083,Birmingham 038D,00CNFN0042,00CNFN0042,,131,7,52,44,25,3
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009087,Birmingham 042C,00CNFN0043,00CNFN0043,,110,25,40,32,10,3
F,West Midlands,,,00CN,Birmingham,E02001864,Birmingham 038,E01009083,Birmingham 038D,00CNFN0044,00CNFN0044,,124,14,42,38,27,3
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009088,Birmingham 045A,00CNFN0045,00CNFN0045,,132,26,48,45,13,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009084,Birmingham 042A,00CNFN0046,00CNFN0046,,143,48,54,30,11,0
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009086,Birmingham 044B,00CNFN0047,00CNFN0047,,130,34,45,36,15,0
F,West Midlands,,,00CN,Birmingham,E02001864,Birmingham 038,E01009083,Birmingham 038D,00CNFN0048,00CNFN0048,,99,3,22,48,22,4
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009084,Birmingham 042A,00CNFN0049,00CNFN0049,,130,27,46,37,17,3
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009088,Birmingham 045A,00CNFN0050,00CNFN0050,,128,6,41,53,25,3
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009086,Birmingham 044B,00CNFN0051,00CNFN0051,,120,31,45,36,5,3
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009084,Birmingham 042A,00CNFN0052,00CNFN0052,,128,47,43,33,5,0
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009086,Birmingham 044B,00CNFN0053,00CNFN0053,,129,36,44,35,14,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009087,Birmingham 042C,00CNFN0054,00CNFN0054,,117,36,34,34,10,3
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009087,Birmingham 042C,00CNFN0055,00CNFN0055,,114,31,44,28,11,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009090,Birmingham 042E,00CNFN0056,00CNFN0056,,110,20,46,41,3,0
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009086,Birmingham 044B,00CNFN0057,00CNFN0057,,124,24,27,39,26,8
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009085,Birmingham 042B,00CNFN0058,00CNFN0058,,147,48,54,34,8,3
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009088,Birmingham 045A,00CNFN0059,00CNFN0059,,141,8,33,55,36,9
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009088,Birmingham 045A,00CNFN0060,00CNFN0060,,141,20,39,46,30,6
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009089,Birmingham 042D,00CNFN0061,00CNFN0061,,132,43,44,39,6,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009084,Birmingham 042A,00CNFN0062,00CNFN0062,,121,45,40,32,4,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009085,Birmingham 042B,00CNFN0063,00CNFN0063,,114,39,39,25,8,3
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009086,Birmingham 044B,00CNFN0064,00CNFN0064,,97,38,33,17,9,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009087,Birmingham 042C,00CNFN0065,00CNFN0065,,107,29,42,26,10,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009085,Birmingham 042B,00CNFN0066,00CNFN0066,,114,44,40,21,9,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009090,Birmingham 042E,00CNFN0067,00CNFN0067,,137,27,53,45,9,3
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009089,Birmingham 042D,00CNFN0068,00CNFN0068,,100,24,34,29,13,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009090,Birmingham 042E,00CNFN0069,00CNFN0069,,152,41,45,43,23,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009089,Birmingham 042D,00CNFN0070,00CNFN0070,,133,35,44,39,15,0
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009091,Birmingham 045B,00CNFN0071,00CNFN0071,,121,24,34,40,18,5
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009091,Birmingham 045B,00CNFN0072,00CNFN0072,,117,14,32,47,24,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009090,Birmingham 042E,00CNFN0073,00CNFN0073,,140,42,52,34,12,0
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009091,Birmingham 045B,00CNFN0074,00CNFN0074,,113,17,24,41,31,0
F,West Midlands,,,00CN,Birmingham,E02001868,Birmingham 042,E01009089,Birmingham 042D,00CNFN0075,00CNFN0075,,139,28,45,47,16,3
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009091,Birmingham 045B,00CNFN0076,00CNFN0076,,123,14,33,31,35,10
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009092,Birmingham 054A,00CNFN0077,00CNFN0077,,133,16,42,43,22,10
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009092,Birmingham 054A,00CNFN0078,00CNFN0078,,127,15,31,45,24,12
F,West Midlands,,,00CN,Birmingham,E02001882,Birmingham 056,E01009095,Birmingham 056A,00CNFN0079,00CNFN0079,,137,29,39,42,21,6
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009093,Birmingham 054B,00CNFN0080,00CNFN0080,,119,11,25,42,29,12
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009093,Birmingham 054B,00CNFN0081,00CNFN0081,,124,15,36,47,21,5
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009098,Birmingham 025C,00CNFP0001,00CNFP0001,,140,38,55,30,17,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009099,Birmingham 029C,00CNFP0002,00CNFP0002,,152,18,60,47,23,4
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009100,Birmingham 025D,00CNFP0003,00CNFP0003,,131,32,44,45,10,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009099,Birmingham 029C,00CNFP0004,00CNFP0004,,159,17,52,62,25,3
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009100,Birmingham 025D,00CNFP0005,00CNFP0005,,128,28,44,39,14,3
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009102,Birmingham 028D,00CNFP0006,00CNFP0006,,128,16,27,36,38,11
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009104,Birmingham 028E,00CNFP0007,00CNFP0007,,126,12,28,34,38,14
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009100,Birmingham 025D,00CNFP0008,00CNFP0008,,126,36,40,33,13,4
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009106,Birmingham 029F,00CNFP0009,00CNFP0009,,123,25,46,41,11,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009096,Birmingham 029A,00CNFP0010,00CNFP0010,,118,16,41,43,18,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009106,Birmingham 029F,00CNFP0011,00CNFP0011,,115,24,46,36,9,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009106,Birmingham 029F,00CNFP0012,00CNFP0012,,115,17,53,33,12,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009105,Birmingham 025E,00CNFP0013,00CNFP0013,,114,32,39,35,8,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009100,Birmingham 025D,00CNFP0014,00CNFP0014,,84,32,25,20,4,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009096,Birmingham 029A,00CNFP0015,00CNFP0015,,104,14,42,29,15,4
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009096,Birmingham 029A,00CNFP0016,00CNFP0016,,122,20,40,34,28,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009098,Birmingham 025C,00CNFP0017,00CNFP0017,,121,13,38,40,26,4
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009105,Birmingham 025E,00CNFP0018,00CNFP0018,,141,32,52,35,18,4
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009098,Birmingham 025C,00CNFP0019,00CNFP0019,,133,49,48,29,4,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009097,Birmingham 029B,00CNFP0020,00CNFP0020,,125,20,47,39,19,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009096,Birmingham 029A,00CNFP0021,00CNFP0021,,117,15,41,39,19,3
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009098,Birmingham 025C,00CNFP0022,00CNFP0022,,121,39,40,32,10,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009105,Birmingham 025E,00CNFP0023,00CNFP0023,,122,14,31,44,30,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009096,Birmingham 029A,00CNFP0024,00CNFP0024,,120,17,42,33,25,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009097,Birmingham 029B,00CNFP0025,00CNFP0025,,105,15,36,35,19,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009096,Birmingham 029A,00CNFP0026,00CNFP0026,,124,20,38,50,16,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009106,Birmingham 029F,00CNFP0027,00CNFP0027,,121,12,42,51,16,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009098,Birmingham 025C,00CNFP0028,00CNFP0028,,113,13,27,62,11,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009099,Birmingham 029C,00CNFP0029,00CNFP0029,,132,11,51,47,18,5
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009097,Birmingham 029B,00CNFP0030,00CNFP0030,,119,15,40,38,23,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009101,Birmingham 029D,00CNFP0031,00CNFP0031,,124,24,46,37,17,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009099,Birmingham 029C,00CNFP0032,00CNFP0032,,126,17,45,48,16,0
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009102,Birmingham 028D,00CNFP0033,00CNFP0033,,143,30,50,38,21,4
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009097,Birmingham 029B,00CNFP0034,00CNFP0034,,129,17,42,46,24,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009099,Birmingham 029C,00CNFP0035,00CNFP0035,,115,12,46,43,14,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009103,Birmingham 029E,00CNFP0036,00CNFP0036,,119,20,34,53,9,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009097,Birmingham 029B,00CNFP0037,00CNFP0037,,117,12,38,44,23,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009101,Birmingham 029D,00CNFP0038,00CNFP0038,,121,14,37,39,28,3
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009102,Birmingham 028D,00CNFP0039,00CNFP0039,,114,25,24,24,33,8
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009104,Birmingham 028E,00CNFP0040,00CNFP0040,,140,17,38,50,29,6
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009101,Birmingham 029D,00CNFP0041,00CNFP0041,,129,20,55,40,14,0
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009104,Birmingham 028E,00CNFP0042,00CNFP0042,,116,8,21,37,42,8
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009101,Birmingham 029D,00CNFP0043,00CNFP0043,,132,11,36,65,16,4
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009103,Birmingham 029E,00CNFP0044,00CNFP0044,,128,17,36,52,23,0
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009102,Birmingham 028D,00CNFP0045,00CNFP0045,,126,11,31,39,34,11
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009103,Birmingham 029E,00CNFP0046,00CNFP0046,,126,18,46,42,16,4
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009102,Birmingham 028D,00CNFP0047,00CNFP0047,,124,10,34,38,32,10
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009104,Birmingham 028E,00CNFP0048,00CNFP0048,,130,19,34,38,29,10
F,West Midlands,,,00CN,Birmingham,E02001854,Birmingham 028,E01009104,Birmingham 028E,00CNFP0049,00CNFP0049,,134,14,32,48,34,6
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009103,Birmingham 029E,00CNFP0050,00CNFP0050,,133,18,45,47,20,3
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009103,Birmingham 029E,00CNFP0051,00CNFP0051,,126,21,38,43,20,4
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009101,Birmingham 029D,00CNFP0052,00CNFP0052,,132,37,57,24,10,4
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009100,Birmingham 025D,00CNFP0053,00CNFP0053,,109,33,47,19,10,0
F,West Midlands,,,00CN,Birmingham,E02001855,Birmingham 029,E01009106,Birmingham 029F,00CNFP0054,00CNFP0054,,117,26,40,40,11,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009105,Birmingham 025E,00CNFP0055,00CNFP0055,,140,39,47,38,16,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009098,Birmingham 025C,00CNFP0056,00CNFP0056,,112,11,31,48,22,0
F,West Midlands,,,00CN,Birmingham,E02001851,Birmingham 025,E01009105,Birmingham 025E,00CNFP0057,00CNFP0057,,135,51,41,26,14,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009118,Birmingham 127E,00CNFQ0001,00CNFQ0001,,144,24,49,49,18,4
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009111,Birmingham 127B,00CNFQ0002,00CNFQ0002,,120,16,44,36,17,7
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009112,Birmingham 127C,00CNFQ0003,00CNFQ0003,,130,40,50,29,11,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009114,Birmingham 128D,00CNFQ0004,00CNFQ0004,,119,27,41,39,12,0
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009112,Birmingham 127C,00CNFQ0005,00CNFQ0005,,109,21,36,42,10,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009115,Birmingham 128E,00CNFQ0006,00CNFQ0006,,163,25,59,50,29,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009115,Birmingham 128E,00CNFQ0007,00CNFQ0007,,100,28,35,26,11,0
F,West Midlands,,,00CN,Birmingham,E02001952,Birmingham 126,E01009117,Birmingham 126A,00CNFQ0008,00CNFQ0008,,135,17,45,49,21,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009111,Birmingham 127B,00CNFQ0009,00CNFQ0009,,119,34,44,30,8,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009108,Birmingham 127A,00CNFQ0010,00CNFQ0010,,131,36,41,37,14,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009111,Birmingham 127B,00CNFQ0011,00CNFQ0011,,122,48,37,26,8,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009111,Birmingham 127B,00CNFQ0012,00CNFQ0012,,126,38,43,27,15,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009118,Birmingham 127E,00CNFQ0013,00CNFQ0013,,113,19,34,45,15,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009107,Birmingham 128A,00CNFQ0014,00CNFQ0014,,131,20,45,43,19,4
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009110,Birmingham 128B,00CNFQ0015,00CNFQ0015,,126,18,53,36,16,3
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009113,Birmingham 128C,00CNFQ0016,00CNFQ0016,,135,21,60,37,14,3
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009114,Birmingham 128D,00CNFQ0017,00CNFQ0017,,111,29,46,28,8,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009110,Birmingham 128B,00CNFQ0018,00CNFQ0018,,128,30,41,38,19,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009113,Birmingham 128C,00CNFQ0019,00CNFQ0019,,131,10,40,62,16,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009112,Birmingham 127C,00CNFQ0020,00CNFQ0020,,115,20,35,46,14,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009113,Birmingham 128C,00CNFQ0021,00CNFQ0021,,124,17,38,50,16,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009111,Birmingham 127B,00CNFQ0022,00CNFQ0022,,108,35,32,27,14,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009113,Birmingham 128C,00CNFQ0023,00CNFQ0023,,133,15,49,42,24,3
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009107,Birmingham 128A,00CNFQ0024,00CNFQ0024,,119,16,36,49,18,0
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009112,Birmingham 127C,00CNFQ0025,00CNFQ0025,,111,16,41,40,14,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009114,Birmingham 128D,00CNFQ0026,00CNFQ0026,,104,12,27,45,17,3
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009112,Birmingham 127C,00CNFQ0027,00CNFQ0027,,109,24,38,38,9,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009114,Birmingham 128D,00CNFQ0028,00CNFQ0028,,109,23,32,32,22,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009113,Birmingham 128C,00CNFQ0029,00CNFQ0029,,119,22,36,34,24,3
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009114,Birmingham 128D,00CNFQ0030,00CNFQ0030,,114,20,37,41,16,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009114,Birmingham 128D,00CNFQ0031,00CNFQ0031,,105,14,42,26,23,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009115,Birmingham 128E,00CNFQ0032,00CNFQ0032,,120,13,41,45,16,5
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009115,Birmingham 128E,00CNFQ0033,00CNFQ0033,,113,14,40,37,22,0
F,West Midlands,,,00CN,Birmingham,E02001954,Birmingham 128,E01009115,Birmingham 128E,00CNFQ0034,00CNFQ0034,,114,10,47,38,16,3
F,West Midlands,,,00CN,Birmingham,E02001949,Birmingham 123,E01009119,Birmingham 123C,00CNFQ0035,00CNFQ0035,,120,20,45,37,14,4
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009116,Birmingham 127D,00CNFQ0036,00CNFQ0036,,133,49,40,33,11,0
F,West Midlands,,,00CN,Birmingham,E02001953,Birmingham 127,E01009118,Birmingham 127E,00CNFQ0037,00CNFQ0037,,142,58,38,31,15,0
F,West Midlands,,,00CN,Birmingham,E02001952,Birmingham 126,E01009117,Birmingham 126A,00CNFQ0038,00CNFQ0038,,121,16,44,33,21,7
